0,53832,Product replacement or account refund processed,Complete,Rejected
1,30050,Product replacement or account refund processed,Complete,Rejected
2,20103,Product replacement or account refund processed,Complete,Rejected
7,95039,Product replacement or account refund processed,Complete,Rejected
8,33593,Product replacement or account refund processed,Complete,Rejected
10,2180,Product replacement or account refund processed,Complete,Rejected
11,11103,Product replacement or account refund processed,Complete,Rejected
12,6877,Product replacement or account refund processed,Complete,Rejected
20,63678,Product replacement or account refund processed,Complete,Rejected
21,53107,Product replacement or account refund processed,Complete,Rejected
23,1488,Product replacement or account refund processed,Complete,Rejected
28,61997,Product replacement or account refund processed,Complete,Rejected
30,10115,Product replacement or account refund processed,Complete,Rejected
33,44518,Product replacement or account refund processed,Complete,Rejected
35,92459,Product replacement or account refund processed,Complete,Rejected
37,77252,Product replacement or account refund processed,Complete,Rejected
41,78500,Product replacement or account refund processed,Complete,Rejected
43,76845,Product replacement or account refund processed,Complete,Rejected
46,67013,Product replacement or account refund processed,Complete,Rejected
48,21250,Product replacement or account refund processed,Complete,Rejected
54,4494,Product replacement or account refund processed,Complete,Rejected
55,31758,Product replacement or account refund processed,Complete,Rejected
57,99079,Product replacement or account refund processed,Complete,Rejected
62,62058,Product replacement or account refund processed,Complete,Rejected
63,90832,Product replacement or account refund processed,Complete,Rejected
65,57412,Product replacement or account refund processed,Complete,Rejected
66,44439,Product replacement or account refund processed,Complete,Rejected
70,27588,Product replacement or account refund processed,Complete,Rejected
76,37038,Product replacement or account refund processed,Complete,Rejected
79,84365,Product replacement or account refund processed,Complete,Rejected
80,76875,Product replacement or account refund processed,Complete,Rejected
81,61071,Product replacement or account refund processed,Complete,Rejected
82,68894,Product replacement or account refund processed,Complete,Rejected
83,96951,Product replacement or account refund processed,Complete,Rejected
84,66679,Product replacement or account refund processed,Complete,Rejected
86,26084,Product replacement or account refund processed,Complete,Rejected
88,60908,Product replacement or account refund processed,Complete,Rejected
89,22,Product replacement or account refund processed,Complete,Rejected
90,93978,Product replacement or account refund processed,Complete,Rejected
91,84787,Product replacement or account refund processed,Complete,Rejected
96,42862,Product replacement or account refund processed,Complete,Rejected
99,19840,Product replacement or account refund processed,Complete,Rejected
100,24231,Product replacement or account refund processed,Complete,Rejected
108,43831,Product replacement or account refund processed,Complete,Rejected
111,83977,Product replacement or account refund processed,Complete,Rejected
112,81554,Product replacement or account refund processed,Complete,Rejected
117,19820,Product replacement or account refund processed,Complete,Rejected
118,6344,Product replacement or account refund processed,Complete,Rejected
125,79024,Product replacement or account refund processed,Complete,Rejected
126,86671,Product replacement or account refund processed,Complete,Rejected
127,16842,Product replacement or account refund processed,Complete,Rejected
128,53559,Product replacement or account refund processed,Complete,Rejected
129,43192,Product replacement or account refund processed,Complete,Rejected
131,65467,Product replacement or account refund processed,Complete,Rejected
134,78400,Product replacement or account refund processed,Complete,Rejected
144,79018,Product replacement or account refund processed,Complete,Rejected
145,31111,Product replacement or account refund processed,Complete,Rejected
150,47833,Product replacement or account refund processed,Complete,Rejected
151,19759,Product replacement or account refund processed,Complete,Rejected
152,91130,Product replacement or account refund processed,Complete,Rejected
154,67889,Product replacement or account refund processed,Complete,Rejected
157,23149,Product replacement or account refund processed,Complete,Rejected
159,96601,Product replacement or account refund processed,Complete,Rejected
160,92656,Product replacement or account refund processed,Complete,Rejected
164,12073,Product replacement or account refund processed,Complete,Rejected
165,30056,Product replacement or account refund processed,Complete,Rejected
167,56835,Product replacement or account refund processed,Complete,Rejected
170,68526,Product replacement or account refund processed,Complete,Rejected
176,53532,Product replacement or account refund processed,Complete,Rejected
177,88132,Product replacement or account refund processed,Complete,Rejected
182,85926,Product replacement or account refund processed,Complete,Rejected
183,694,Product replacement or account refund processed,Complete,Rejected
185,35107,Product replacement or account refund processed,Complete,Rejected
191,41819,Product replacement or account refund processed,Complete,Rejected
192,924,Product replacement or account refund processed,Complete,Rejected
195,20987,Product replacement or account refund processed,Complete,Rejected
198,3185,Product replacement or account refund processed,Complete,Rejected
199,41068,Product replacement or account refund processed,Complete,Rejected
200,81541,Product replacement or account refund processed,Complete,Rejected
201,64842,Product replacement or account refund processed,Complete,Rejected
202,81649,Product replacement or account refund processed,Complete,Rejected
203,1344,Product replacement or account refund processed,Complete,Rejected
204,53145,Product replacement or account refund processed,Complete,Rejected
213,58675,Product replacement or account refund processed,Complete,Rejected
214,67952,Product replacement or account refund processed,Complete,Rejected
217,46574,Product replacement or account refund processed,Complete,Rejected
218,24693,Product replacement or account refund processed,Complete,Rejected
221,81568,Product replacement or account refund processed,Complete,Rejected
222,90622,Product replacement or account refund processed,Complete,Rejected
223,67135,Product replacement or account refund processed,Complete,Rejected
226,50714,Product replacement or account refund processed,Complete,Rejected
228,34149,Product replacement or account refund processed,Complete,Rejected
234,41762,Product replacement or account refund processed,Complete,Rejected
237,90150,Product replacement or account refund processed,Complete,Rejected
238,55458,Product replacement or account refund processed,Complete,Rejected
243,48946,Product replacement or account refund processed,Complete,Rejected
244,87574,Product replacement or account refund processed,Complete,Rejected
251,42530,Product replacement or account refund processed,Complete,Rejected
254,83775,Product replacement or account refund processed,Complete,Rejected
258,47153,Product replacement or account refund processed,Complete,Rejected
259,1509,Product replacement or account refund processed,Complete,Rejected
260,93268,Product replacement or account refund processed,Complete,Rejected
264,86313,Product replacement or account refund processed,Complete,Rejected
268,32678,Product replacement or account refund processed,Complete,Rejected
273,94642,Product replacement or account refund processed,Complete,Rejected
274,42312,Product replacement or account refund processed,Complete,Rejected
275,46279,Product replacement or account refund processed,Complete,Rejected
280,16197,Product replacement or account refund processed,Complete,Rejected
281,31460,Product replacement or account refund processed,Complete,Rejected
282,58865,Product replacement or account refund processed,Complete,Rejected
287,98088,Product replacement or account refund processed,Complete,Rejected
288,59591,Product replacement or account refund processed,Complete,Rejected
290,33874,Product replacement or account refund processed,Complete,Rejected
292,30877,Product replacement or account refund processed,Complete,Rejected
294,83701,Product replacement or account refund processed,Complete,Rejected
296,47719,Product replacement or account refund processed,Complete,Rejected
297,45377,Product replacement or account refund processed,Complete,Rejected
298,83389,Product replacement or account refund processed,Complete,Rejected
299,22100,Product replacement or account refund processed,Complete,Rejected
300,35575,Product replacement or account refund processed,Complete,Rejected
301,23838,Product replacement or account refund processed,Complete,Rejected
307,93511,Product replacement or account refund processed,Complete,Rejected
309,10784,Product replacement or account refund processed,Complete,Rejected
311,8741,Product replacement or account refund processed,Complete,Rejected
316,19266,Product replacement or account refund processed,Complete,Rejected
319,24051,Product replacement or account refund processed,Complete,Rejected
320,99060,Product replacement or account refund processed,Complete,Rejected
321,69622,Product replacement or account refund processed,Complete,Rejected
322,31674,Product replacement or account refund processed,Complete,Rejected
331,96620,Product replacement or account refund processed,Complete,Rejected
333,58185,Product replacement or account refund processed,Complete,Rejected
335,70197,Product replacement or account refund processed,Complete,Rejected
337,69650,Product replacement or account refund processed,Complete,Rejected
338,79739,Product replacement or account refund processed,Complete,Rejected
340,7890,Product replacement or account refund processed,Complete,Rejected
343,21269,Product replacement or account refund processed,Complete,Rejected
347,17082,Product replacement or account refund processed,Complete,Rejected
348,3139,Product replacement or account refund processed,Complete,Rejected
350,15174,Product replacement or account refund processed,Complete,Rejected
351,16636,Product replacement or account refund processed,Complete,Rejected
352,88147,Product replacement or account refund processed,Complete,Rejected
356,15482,Product replacement or account refund processed,Complete,Rejected
357,55681,Product replacement or account refund processed,Complete,Rejected
358,14827,Product replacement or account refund processed,Complete,Rejected
359,59897,Product replacement or account refund processed,Complete,Rejected
360,14591,Product replacement or account refund processed,Complete,Rejected
363,12267,Product replacement or account refund processed,Complete,Rejected
364,15674,Product replacement or account refund processed,Complete,Rejected
365,27556,Product replacement or account refund processed,Complete,Rejected
367,96380,Product replacement or account refund processed,Complete,Rejected
373,17741,Product replacement or account refund processed,Complete,Rejected
374,72152,Product replacement or account refund processed,Complete,Rejected
376,57449,Product replacement or account refund processed,Complete,Rejected
379,43106,Product replacement or account refund processed,Complete,Rejected
384,16887,Product replacement or account refund processed,Complete,Rejected
385,41721,Product replacement or account refund processed,Complete,Rejected
387,84667,Product replacement or account refund processed,Complete,Rejected
389,50752,Product replacement or account refund processed,Complete,Rejected
396,94932,Product replacement or account refund processed,Complete,Rejected
398,39136,Product replacement or account refund processed,Complete,Rejected
399,25604,Product replacement or account refund processed,Complete,Rejected
406,5680,Product replacement or account refund processed,Complete,Rejected
414,68234,Product replacement or account refund processed,Complete,Rejected
416,4408,Product replacement or account refund processed,Complete,Rejected
418,76669,Product replacement or account refund processed,Complete,Rejected
420,28903,Product replacement or account refund processed,Complete,Rejected
421,32446,Product replacement or account refund processed,Complete,Rejected
423,25752,Product replacement or account refund processed,Complete,Rejected
428,50581,Product replacement or account refund processed,Complete,Rejected
437,77700,Product replacement or account refund processed,Complete,Rejected
445,43410,Product replacement or account refund processed,Complete,Rejected
448,54015,Product replacement or account refund processed,Complete,Rejected
451,62747,Product replacement or account refund processed,Complete,Rejected
453,26811,Product replacement or account refund processed,Complete,Rejected
454,81249,Product replacement or account refund processed,Complete,Rejected
463,42959,Product replacement or account refund processed,Complete,Rejected
466,86527,Product replacement or account refund processed,Complete,Rejected
467,91511,Product replacement or account refund processed,Complete,Rejected
469,77647,Product replacement or account refund processed,Complete,Rejected
473,73231,Product replacement or account refund processed,Complete,Rejected
475,62398,Product replacement or account refund processed,Complete,Rejected
481,37655,Product replacement or account refund processed,Complete,Rejected
482,59279,Product replacement or account refund processed,Complete,Rejected
484,57300,Product replacement or account refund processed,Complete,Rejected
485,43832,Product replacement or account refund processed,Complete,Rejected
486,91444,Product replacement or account refund processed,Complete,Rejected
487,75178,Product replacement or account refund processed,Complete,Rejected
488,9890,Product replacement or account refund processed,Complete,Rejected
490,58998,Product replacement or account refund processed,Complete,Rejected
493,84536,Product replacement or account refund processed,Complete,Rejected
496,31004,Product replacement or account refund processed,Complete,Rejected
499,81834,Product replacement or account refund processed,Complete,Rejected
501,57813,Product replacement or account refund processed,Complete,Rejected
502,26543,Product replacement or account refund processed,Complete,Rejected
504,73449,Product replacement or account refund processed,Complete,Rejected
507,50968,Product replacement or account refund processed,Complete,Rejected
508,68282,Product replacement or account refund processed,Complete,Rejected
513,88697,Product replacement or account refund processed,Complete,Rejected
516,59955,Product replacement or account refund processed,Complete,Rejected
517,22600,Product replacement or account refund processed,Complete,Rejected
521,60922,Product replacement or account refund processed,Complete,Rejected
522,36643,Product replacement or account refund processed,Complete,Rejected
523,5205,Product replacement or account refund processed,Complete,Rejected
524,83293,Product replacement or account refund processed,Complete,Rejected
526,89929,Product replacement or account refund processed,Complete,Rejected
527,37152,Product replacement or account refund processed,Complete,Rejected
530,35162,Product replacement or account refund processed,Complete,Rejected
531,75045,Product replacement or account refund processed,Complete,Rejected
532,64234,Product replacement or account refund processed,Complete,Rejected
533,16710,Product replacement or account refund processed,Complete,Rejected
537,52065,Product replacement or account refund processed,Complete,Rejected
539,39042,Product replacement or account refund processed,Complete,Rejected
540,64296,Product replacement or account refund processed,Complete,Rejected
541,93421,Product replacement or account refund processed,Complete,Rejected
542,43721,Product replacement or account refund processed,Complete,Rejected
548,30855,Product replacement or account refund processed,Complete,Rejected
556,47913,Product replacement or account refund processed,Complete,Rejected
558,16355,Product replacement or account refund processed,Complete,Rejected
561,45545,Product replacement or account refund processed,Complete,Rejected
562,15324,Product replacement or account refund processed,Complete,Rejected
563,11479,Product replacement or account refund processed,Complete,Rejected
567,37989,Product replacement or account refund processed,Complete,Rejected
570,88663,Product replacement or account refund processed,Complete,Rejected
572,70487,Product replacement or account refund processed,Complete,Rejected
573,37015,Product replacement or account refund processed,Complete,Rejected
577,10045,Product replacement or account refund processed,Complete,Rejected
585,65125,Product replacement or account refund processed,Complete,Rejected
587,82124,Product replacement or account refund processed,Complete,Rejected
589,46705,Product replacement or account refund processed,Complete,Rejected
592,47073,Product replacement or account refund processed,Complete,Rejected
596,77009,Product replacement or account refund processed,Complete,Rejected
